A,N,N_minus_Z,Q_2beta_minus_calculable,Q_2beta_minus_estimated,Q_2beta_minus_keV,Q_2beta_minus_unc_keV,Q_4beta_minus_calculable,Q_4beta_minus_estimated,Q_4beta_minus_keV,Q_4beta_minus_unc_keV,Q_alpha_calculable,Q_alpha_estimated,Q_alpha_keV,Q_alpha_unc_keV,Q_beta_minus_n_calculable,Q_beta_minus_n_estimated,Q_beta_minus_n_keV,Q_beta_minus_n_unc_keV,Q_d_alpha_calculable,Q_d_alpha_estimated,Q_d_alpha_keV,Q_d_alpha_unc_keV,Q_ep_calculable,Q_ep_estimated,Q_ep_keV,Q_ep_unc_keV,Q_n_alpha_calculable,Q_n_alpha_estimated,Q_n_alpha_keV,Q_n_alpha_unc_keV,Q_p_alpha_calculable,Q_p_alpha_estimated,Q_p_alpha_keV,Q_p_alpha_unc_keV,S_2n_calculable,S_2n_estimated,S_2n_keV,S_2n_unc_keV,S_2p_calculable,S_2p_estimated,S_2p_keV,S_2p_unc_keV,S_n_calculable,S_n_estimated,S_n_keV,S_n_unc_keV,S_p_calculable,S_p_estimated,S_p_keV,S_p_unc_keV,Symbol,Z,atomic_mass_estimated,atomic_mass_micro_u,atomic_mass_u,atomic_mass_unc_micro_u,beta_decay_energy_estimated,beta_decay_energy_keV,beta_decay_energy_unc_keV,beta_decay_mode,binding_energy_per_A_estimated,binding_energy_per_A_keV,binding_energy_per_A_unc_keV,decay_modes,discovery_year,half_life_estimated,half_life_raw,half_life_s,half_life_unc_raw,half_life_unit,mass_excess_estimated,mass_excess_keV,mass_excess_unc_keV,origin,source_dataset,source_file,spin_parity,spin_parity_measured,spin_parity_systematics
177,97,17,False,False,,,False,False,,,True,False,6736.0198,56.1626,True,False,-21431.869,118.6444,True,False,15338.6707,93.0854,True,False,8869.1247,85.6702,True,False,18188.187,85.3497,True,True,6146.0,132.0,True,False,20949.0161,117.271,True,False,1645.0805,86.7425,True,False,9062.5022,85.4432,True,False,1543.8269,90.9891,Hg,80,False,986284.59,176.98628459,90.952,False,-9435.7198,87.4322,B-,False,7789.8947,0.4787,A~100;B+ ?,1975,False,117,0.117,7,ms,False,-12775.823,84.722,-a,AME2020,mass_1.mas20,7/2-*,True,False
177,96,15,False,False,,,False,False,,,True,False,7066.9981,7.1622,False,False,,,True,False,15340.1469,83.9194,True,False,7891.8929,39.6105,True,True,16365.0,104.0,True,False,8164.9694,28.9248,False,False,,,True,False,514.3587,44.2139,True,False,11996.1492,85.8281,True,False,-1155.5646,19.4247,Tl,81,False,996414.252,176.996414252,23.218,False,,,B-,False,7732.1655,0.1222,A=73 13;p ?,1999,False,18,0.018000000000000002,5,ms,False,-3340.103,21.628,IT,AME2020,mass_1.mas20,(1/2+),False,False
178,111,44,True,True,12110.0,583.0,True,True,18208.0,500.0,True,True,-2585.0,707.0,True,True,2657.0,709.0,True,True,12191.0,707.0,False,False,,,False,False,,,True,True,9464.0,707.0,True,True,8883.0,707.0,False,False,,,True,True,3922.0,707.0,False,False,,,Ho,67,True,965507.0,177.965507,537.0,True,8130.0,778.0,B-,True,7957.0,3.0,B- ?;B-n ?,2018,True,750#,0.75,>550ns,ms,True,-32130.0,500.0,x,AME2020,mass_1.mas20,2+#,False,True
178,110,42,True,True,9417.0,596.0,True,True,12175.0,596.0,True,True,-1555.0,778.0,True,True,-762.0,629.0,True,True,9841.0,778.0,False,False,,,True,True,2116.0,778.0,True,True,7904.0,718.0,True,True,9772.0,718.0,True,True,21228.0,778.0,True,True,5473.0,780.0,True,True,11269.0,778.0,Er,68,True,956779.0,177.956779,640.0,True,3980.0,667.0,B-,True,7999.0,3.0,B- ?,2012,True,4#,4.0,>300ns,s,True,-40260.0,596.0,x,AME2020,mass_1.mas20,0+,False,False
178,109,40,True,True,6097.0,300.0,True,True,6358.0,304.0,True,True,-796.0,424.0,True,True,-1325.0,300.0,True,True,13101.0,500.0,True,True,-15250.0,583.0,True,True,4706.0,500.0,True,True,9276.0,500.0,True,True,11012.0,316.0,True,True,19428.0,583.0,True,True,4742.0,361.0,True,True,8671.0,586.0,Tm,69,True,952506.0,177.952506,322.0,True,5437.0,300.0,B-,True,8017.0,2.0,B- ?;B-n ?,2008,True,10#,10.0,>300ns,s,True,-44240.0,300.0,x,AME2020,mass_1.mas20,1-#,False,True
178,108,38,True,False,2758.2266,6.7379,True,False,729.9266,16.565,True,True,-153.0,298.0,True,False,-5364.5544,6.6998,True,False,10404.9904,100.2167,True,True,-14108.0,503.0,True,True,4621.0,401.0,True,False,7497.4726,50.4322,True,False,12328.4527,6.5876,True,True,17624.0,401.0,True,False,6762.0528,6.5913,True,True,9397.0,200.0,Yb,70,False,946669.4,177.9466694,7.072,False,660.7415,6.9617,B-,False,8042.7386,0.037,B-=100,1973,False,74,4440.0,3,m,False,-49677.139,6.588,,AME2020,mass_1.mas20,0+,False,False
178,107,36,True,True,260.0,52.0,True,False,-4684.4231,28.0354,True,False,1101.7242,44.778,True,False,-5528.4534,2.0524,True,False,13864.2489,2.2514,True,True,-10057.0,200.0,True,False,7619.0781,50.0507,True,False,9221.7311,2.2513,True,False,13098.1837,1.8982,True,False,15544.5002,100.0253,True,False,6025.2959,1.8931,True,False,6640.4473,2.2622,Lu,71,False,945960.065,177.945960065,2.416,False,2097.4851,2.0569,B-,False,8042.0554,0.0127,B-=100,1957,False,28.4,1704.0,0.2,m,False,-50337.881,2.251,,AME2020,mass_1.mas20,1+*,True,False
178,106,34,True,False,-2028.3,15.1327,True,False,-8891.1225,13.7038,True,False,2084.2391,1.4151,True,False,-8791.9385,3.0052,True,False,11657.7744,0.812,True,False,-8737.9324,1.4322,True,False,7906.593,1.415,True,False,7594.368,0.8248,True,False,14001.5741,1.0208,True,False,13521.9853,1.4152,True,False,7625.9385,0.1767,True,False,7340.434,0.8038,Hf,72,False,943708.322,177.943708322,1.519,True,-1837.0,52.0,B-,False,8049.4438,0.008,IS=27.28 28,1934,False,stbl,inf,,,False,-52435.366,1.415,,AME2020,mass_1.mas20,0+,False,False
178,105,32,True,True,-4945.0,59.0,True,True,-14344.0,56.0,True,True,2547.0,52.0,True,True,-8968.0,59.0,True,True,14689.0,52.0,True,True,-5503.0,52.0,True,True,10214.0,52.0,True,True,8747.0,52.0,True,True,15376.0,61.0,True,True,11794.0,52.0,True,True,6955.0,52.0,True,True,5007.0,52.0,Ta,73,True,945680.0,177.94568,56.0,True,-191.0,50.0,B-,True,8035.0,0.0,B+=100,1950,False,2.36,8496.0,0.08,h,True,-50598.0,52.0,IT,AME2020,mass_1.mas20,7-,False,False
178,104,30,True,False,-6862.8225,20.4155,True,False,-18409.5801,18.2658,True,False,3012.6016,15.2594,True,False,-12209.2087,31.8106,True,False,11669.1207,34.2915,True,False,-4815.2915,15.1338,True,False,9721.0995,15.2628,True,False,6865.6422,31.8106,True,False,15908.0934,31.8106,True,False,10408.5801,15.1671,True,False,8776.6529,31.8106,True,False,5981.2915,15.4283,W,74,False,945885.791,177.945885791,16.316,False,-4753.6082,31.8106,B-,False,8029.2584,0.0854,EC=100,1950,False,21.6,1866240.0000000002,0.3,d,False,-50407.066,15.199,-,AME2020,mass_1.mas20,0+,False,False
178,103,28,True,False,-9399.1437,33.6917,True,False,-23350.4286,29.7641,True,False,3662.3981,39.5199,True,False,-11768.3276,31.5349,True,False,15698.9579,39.5199,True,False,-1227.6833,28.1408,True,False,12401.5974,39.5199,True,False,8843.398,39.5199,True,False,16733.2034,39.5199,True,False,8866.0203,41.543,True,False,7455.6005,39.5199,True,False,3240.6977,39.5199,Re,75,False,950989.0,177.950989,30.0,False,-2109.2143,31.0925,B-,False,7998.1576,0.157,B+=100,1957,False,13.2,792.0,0.2,m,False,-45653.457,27.945,x,AME2020,mass_1.mas20,(3+),False,False
178,102,26,True,False,-11546.7576,16.9725,True,False,-27228.8975,17.3654,True,False,4257.9345,31.0925,True,False,-15568.1367,24.006,True,False,12229.4541,31.0925,True,False,-1131.4834,31.0925,True,False,11734.9593,31.0925,True,False,6608.1238,31.0925,True,False,17555.6949,17.4718,True,False,7480.5769,31.0925,True,False,9659.1133,19.9789,True,False,4564.0392,31.0925,Os,76,False,953253.334,177.953253334,14.634,False,-7289.9295,23.239,B-,False,7981.9128,0.0766,B+=100,1967,False,5.0,300.0,0.4,m,False,-43544.243,13.632,,AME2020,mass_1.mas20,0+,False,False
178,101,24,True,False,-13951.2849,21.4291,True,True,-31641.0,104.0,True,False,4993.8714,33.6917,True,False,-14955.1952,24.0594,True,False,16587.6777,21.774,True,False,2725.8903,33.6917,True,False,14680.4002,33.6917,True,False,8715.102,22.2006,True,False,18515.0273,20.4839,True,False,5769.3656,33.6917,True,False,8278.2073,27.2887,True,False,1586.8368,23.8277,Ir,77,False,961079.395,177.961079395,20.204,False,-4256.8282,21.3752,B-,False,7936.563,0.1057,B+=100,1972,False,12,12.0,2,s,False,-36254.314,18.821,,AME2020,mass_1.mas20,3+#,False,True
178,100,22,True,False,-15682.1399,14.7787,True,False,-35570.8567,25.302,True,False,5572.9819,2.2037,True,False,-18523.0674,14.2116,True,False,12595.2441,12.9635,True,False,2669.9913,17.7755,True,False,13754.2771,15.5255,True,False,6261.0805,16.0018,True,False,19206.2032,16.2451,True,False,4444.2432,14.9009,True,False,10698.3671,18.0874,True,False,3239.0321,22.2067,Pt,78,False,965649.288,177.965649288,10.878,False,-9694.4567,14.4108,B-,False,7908.253,0.0569,B+=92.3 3;A=7.7 3,1966,False,20.7,20.7,0.7,s,False,-31997.486,10.133,,AME2020,mass_1.mas20,0+,False,False
178,99,20,True,True,-17690.0,103.0,False,False,,,True,False,6057.9921,4.5751,True,False,-17598.5242,85.3392,True,False,17341.6966,16.3277,True,False,6455.4246,22.2586,True,False,16737.8842,16.0737,True,False,8269.7107,21.2476,True,False,19924.6981,34.7306,True,False,2999.0484,13.0522,True,False,8828.6107,14.2948,True,False,221.5634,18.1555,Au,79,False,976056.714,177.976056714,11.0,False,-5987.6832,14.8566,B-,False,7849.3946,0.0576,B+=84 1;A=16 1,1968,False,3.4,3.4,0.5,s,False,-22303.029,10.246,x,AME2020,mass_1.mas20,"(2+,3-)*",True,False
178,98,18,True,False,-19888.7168,25.4505,False,False,,,True,False,6577.346,2.975,True,False,-21046.5608,24.1402,True,False,12916.4282,34.8848,True,False,5766.1198,18.4489,True,False,15039.7409,21.4989,True,False,5952.3959,40.0354,True,False,20673.3432,15.4516,True,False,1959.3693,16.6533,True,False,11610.841,85.4016,True,False,2058.5805,14.6656,Hg,80,False,982484.756,177.982484756,11.548,True,-11702.0,103.0,B-,False,7811.3607,0.0604,A=89 4;B+ ?,1971,False,266.5,0.2665,2.4,ms,False,-16315.346,10.758,-a,AME2020,mass_1.mas20,0+,False,False
178,97,16,False,False,,,False,False,,,True,False,7020.0433,10.2303,False,False,,,True,True,17882.0,103.0,True,True,9644.0,103.0,True,True,18437.0,109.0,True,True,8220.0,130.0,True,True,21341.0,132.0,True,True,670.0,107.0,True,True,9344.0,104.0,True,True,-874.0,133.0,Tl,81,True,995047.0,177.995047,110.0,True,-8187.0,103.0,B-,True,7741.0,1.0,A=62 2;B+=38 2;B+SF=0.15 6,1997,False,255,0.255,9,ms,True,-4613.0,102.0,-a,AME2020,mass_1.mas20,"(4-,5-)",False,False
178,96,14,False,False,,,False,False,,,True,False,7789.4724,12.9788,False,False,,,True,False,13699.45,86.2335,True,False,9060.2228,87.8366,True,False,17189.2161,84.3339,False,False,,,False,False,,,True,False,-780.0676,25.7096,False,False,,,True,False,375.497,31.7032,Pb,82,False,3836.171,178.003836171,24.889,False,,,B-,False,7690.8359,0.1302,A~100;B+ ?,2001,False,250,0.00025,80,us,False,3573.371,23.184,-a,AME2020,mass_1.mas20,0+,False,False
179,111,43,True,True,10560.0,539.0,True,True,14383.0,500.0,True,True,-1775.0,707.0,True,True,90.0,583.0,True,True,10911.0,707.0,False,False,,,True,True,3177.0,707.0,True,True,8175.0,707.0,True,True,9364.0,709.0,False,False,,,True,True,3891.0,778.0,True,True,11239.0,707.0,Er,68,True,961267.0,178.961267,537.0,True,5821.0,640.0,B-,True,7976.0,3.0,B- ?;B-n ?,2018,True,3#,3.0,>550ns,s,True,-36080.0,500.0,x,AME2020,mass_1.mas20,3/2-#,False,True
179,110,41,True,True,7159.0,400.0,True,True,8457.0,400.0,True,True,-1026.0,565.0,True,True,-295.0,400.0,True,True,11668.0,642.0,True,True,-17059.0,640.0,True,True,3136.0,640.0,True,True,9594.0,566.0,True,True,10474.0,447.0,True,True,20199.0,640.0,True,True,5731.0,500.0,True,True,8929.0,718.0,Tm,69,True,955018.0,178.955018,429.0,True,4739.0,447.0,B-,True,8004.0,2.0,B- ?;B-n ?,2012,True,18#,18.0,>300ns,s,True,-41900.0,400.0,x,AME2020,mass_1.mas20,1/2+#,False,True
179,109,39,True,True,3823.0,200.0,True,True,2655.0,201.0,True,True,-413.0,448.0,True,True,-4373.0,200.0,True,True,11640.0,283.0,True,True,-13669.0,629.0,True,True,5637.0,448.0,True,True,7595.0,224.0,True,True,11796.0,200.0,True,True,18360.0,541.0,True,True,5034.0,200.0,True,True,9688.0,361.0,Yb,70,True,949930.0,178.94993,215.0,True,2419.0,200.0,B-,True,8026.0,1.0,B-=100,1982,False,8.0,480.0,0.4,m,True,-46640.0,200.0,x,AME2020,mass_1.mas20,(1/2-),False,False
179,108,37,True,False,1298.443,5.0831,True,False,-2474.701,25.1585,True,False,826.6276,50.2645,True,False,-4694.9654,5.068,True,False,12638.1984,5.1543,True,True,-12108.0,300.0,True,False,5958.7116,100.1325,True,False,9296.3646,5.1496,True,False,12817.7464,5.0029,True,True,16067.0,200.0,True,False,6792.4505,5.3481,True,False,6670.845,8.3615,Lu,71,False,947332.985,178.947332985,5.528,False,1404.0231,5.0672,B-,False,8035.0744,0.0288,B-=100,1961,False,4.59,16524.0,0.06,h,False,-49059.013,5.15,,AME2020,mass_1.mas20,7/2+*,True,False
179,107,35,True,False,-1167.7894,14.514,True,False,-7442.8988,15.5692,True,False,1807.6045,1.4159,True,True,-7936.0,52.0,True,False,12631.6736,0.8059,True,False,-8074.8681,6.7381,True,False,8674.6885,1.416,True,False,7783.3521,0.8141,True,False,13724.9271,0.1924,True,False,14054.5739,1.433,True,False,6098.9886,0.0768,True,False,7414.1266,2.0552,Hf,72,False,945825.705,178.945825705,1.52,False,-105.5801,0.4088,B-,False,8038.5474,0.0079,IS=13.62 11,1934,False,stbl,inf,,,False,-50463.036,1.416,,AME2020,mass_1.mas20,9/2+*,True,False
179,106,33,True,False,-3773.144,24.6646,True,False,-12275.7368,9.8802,True,False,2383.3065,0.9188,True,False,-8021.7085,15.1385,True,False,13234.0962,0.4515,True,False,-7308.5466,2.094,True,False,8671.2791,0.9075,True,False,9083.0268,1.0979,True,False,14785.347,3.0338,True,False,12551.4955,0.9002,True,True,7830.0,52.0,True,False,5211.0615,0.4159,Ta,73,False,945939.05,178.94593905,1.574,False,-1062.2093,14.5197,B-,False,8033.5869,0.0082,EC=100,1950,False,1.82,57434832.0,0.03,y,False,-50357.456,1.466,,AME2020,mass_1.mas20,7/2+,False,False
179,105,31,True,False,-6275.1094,21.2784,True,False,-17027.1195,16.6125,True,False,2761.6004,14.6457,True,False,-11713.1073,31.5165,True,False,13130.3055,14.8219,True,False,-4148.8521,14.5142,True,False,10927.5832,14.5455,True,False,6934.1878,34.0188,True,False,15736.152,31.5165,True,False,10992.4436,14.5151,True,False,6959.4991,20.9681,True,True,5986.0,54.0,W,74,False,947079.378,178.947079378,15.644,False,-2710.9347,26.8021,B-,False,8023.2821,0.0814,B+=100,1950,False,37.05,2223.0,0.16,m,False,-49295.247,14.573,,AME2020,mass_1.mas20,7/2-,False,False
179,104,29,True,False,-8502.5928,26.5055,True,False,-21595.7404,27.2738,True,False,3399.4248,37.2557,True,False,-11111.3869,28.1584,True,False,13828.2258,37.2557,True,True,-3275.0,58.0,True,False,10427.4695,39.3952,True,False,8921.3515,37.2557,True,False,16457.7731,37.2557,True,False,9447.5089,24.8433,True,False,9002.1726,37.2557,True,False,3466.2174,28.9343,Re,75,False,949989.686,178.949989686,26.45,False,-3564.1747,29.1116,B-,False,8003.7666,0.1376,B+=100,1960,False,19.5,1170.0,0.1,m,False,-46584.312,24.639,,AME2020,mass_1.mas20,5/2+,False,False
179,103,27,True,False,-10752.0101,17.4326,True,False,-26087.2137,32.1065,True,False,4187.747,31.9582,True,False,-14837.1417,24.3851,True,False,13959.8447,31.9582,True,False,97.9572,21.7117,True,False,13267.8732,31.9582,True,False,6906.808,31.9582,True,False,17206.3256,21.3035,True,False,7896.3487,31.9582,True,False,7547.2123,20.6409,True,False,4655.651,31.9582,Os,76,False,953815.985,178.953815985,16.645,False,-4938.4182,18.3271,B-,False,7979.4844,0.0866,B+=100,1968,False,6.5,390.0,0.3,m,False,-43020.137,15.505,,AME2020,mass_1.mas20,1/2-,False,False
179,102,25,True,False,-13093.1475,15.2399,True,False,-29812.0874,39.8687,True,False,4781.6767,29.6037,True,False,-14155.5518,14.0766,True,False,14585.5358,17.5786,True,False,282.7672,29.6037,True,False,12627.5732,29.6037,True,False,8913.5204,14.675,True,False,18176.9308,22.0437,True,False,6390.4863,29.6037,True,False,9898.7236,21.2058,True,False,1826.4471,16.772,Ir,77,False,959117.594,178.959117594,10.489,False,-5813.592,12.6133,B-,False,7947.5248,0.0546,B+=100,1992,False,79,79.0,1,s,False,-38081.719,9.771,,AME2020,mass_1.mas20,(5/2)-,False,False
179,101,23,True,False,-15335.2036,29.2217,True,False,-34319.7356,81.6202,True,False,5412.3174,9.4588,True,False,-18036.4165,12.9852,True,False,14490.1043,21.3092,True,False,3987.1449,15.7855,True,False,15509.4594,13.5346,True,False,6477.8505,11.3577,True,False,19040.3268,16.9753,True,False,4889.6214,16.6436,True,False,8341.9598,12.8834,True,False,3302.7846,20.4413,Pt,78,False,965358.742,178.965358742,8.563,False,-7279.5556,14.1567,B-,False,7910.6759,0.0446,B+~100;A=0.24 3,1966,False,21.2,21.2,0.4,s,False,-32268.127,7.977,,AME2020,mass_1.mas20,1/2-,False,False
179,100,21,True,False,-16718.9399,40.3836,False,False,,,True,False,5981.0233,5.0452,True,False,-16744.5441,15.8907,True,False,15092.6719,19.0111,True,False,3976.771,22.1586,True,False,14539.7531,14.2182,True,False,8809.402,17.274,True,False,19585.4716,15.3668,True,False,3519.0893,22.9618,True,False,10756.8609,15.5491,True,False,280.0572,15.4748,Au,79,False,973173.666,178.973173666,12.555,False,-8055.648,30.4559,B-,False,7865.6374,0.0653,B+=78.0 9;A=22.0 9,1968,False,7.1,7.1,0.3,s,False,-24988.572,11.696,,AME2020,mass_1.mas20,1/2+*,True,False
179,99,19,True,False,-18984.532,85.9593,False,False,,,True,False,6350.8448,31.2624,True,True,-20391.0,106.0,True,False,15323.6196,29.8333,True,False,7775.5908,29.8773,True,False,17647.397,30.8512,True,False,6452.0984,43.4971,True,False,20299.7371,89.2668,True,False,2140.4292,31.8616,True,False,8688.896,30.1081,True,False,1918.8659,29.9293,Hg,80,False,981821.759,178.981821759,30.188,False,-8663.2918,47.7998,B-,False,7816.2631,0.1571,A=75 4;B+=25 4;B+p~0.15,1970,False,1.05,1.05,0.03,s,False,-16932.924,28.121,,AME2020,mass_1.mas20,7/2-*,True,False
179,98,17,False,False,,,False,False,,,True,False,6709.1387,2.6356,True,False,-19914.321,45.0728,True,False,15216.9979,93.1227,True,False,6744.426,39.988,True,False,15897.7372,50.9438,True,False,8379.062,40.2203,True,False,21072.165,44.2924,True,False,1301.8377,39.9174,True,True,11728.0,109.0,True,False,-756.7428,40.122,Tl,81,False,991122.185,178.991122185,41.495,False,-10321.2401,89.9571,B-,False,7763.4942,0.2159,A=60 2;B+ ?,1983,False,437,0.437,9,ms,False,-8269.632,38.653,-a,AME2020,mass_1.mas20,1/2+*,True,False
179,97,15,False,False,,,False,False,,,True,False,7596.1352,4.8507,False,False,,,True,False,16102.5182,84.0595,True,False,11077.9829,81.9388,True,False,19482.6491,81.9869,True,False,6330.9353,18.6421,False,False,,,True,False,-249.4889,117.3713,True,False,9593.0809,84.4733,True,True,624.0,131.0,Pb,82,False,2202.492,179.002202492,87.203,False,,,B-,False,7701.463,0.4538,A=100,2010,False,2.7,0.0027,0.2,ms,False,2051.608,81.229,-a,AME2020,mass_1.mas20,(9/2-),False,False
180,112,44,True,True,11540.0,583.0,True,True,16600.0,500.0,True,True,-1995.0,707.0,True,True,649.0,640.0,True,True,9661.0,707.0,False,False,,,False,False,,,True,True,7964.0,707.0,True,True,9062.0,778.0,False,False,,,True,True,5172.0,707.0,False,False,,,Er,68,True,964380.0,179.96438,537.0,True,4990.0,640.0,B-,True,7960.0,3.0,B- ?;B-n ?,2018,True,2#,2.0,>550ns,s,True,-33180.0,500.0,x,AME2020,mass_1.mas20,0+,False,False
180,111,42,True,True,8507.0,406.0,True,True,10764.0,400.0,True,True,-1205.0,640.0,True,True,399.0,447.0,True,True,12801.0,718.0,False,False,,,True,True,3756.0,640.0,True,True,9552.0,642.0,True,True,10072.0,500.0,True,True,20618.0,640.0,True,True,4341.0,565.0,True,True,9379.0,640.0,Tm,69,True,959023.0,179.959023,429.0,True,6550.0,500.0,B-,True,7983.0,2.0,B- ?;B-n ?,2012,True,3#,3.0,>300ns,s,True,-38170.0,400.0,x,AME2020,mass_1.mas20,,False,False
180,110,40,True,True,5059.0,300.0,True,True,4916.0,300.0,True,True,-514.0,500.0,True,True,-3732.0,300.0,True,True,10231.0,424.0,True,True,-15930.0,583.0,True,True,3784.0,586.0,True,True,7713.0,361.0,True,True,11186.0,300.0,True,True,19038.0,667.0,True,True,6152.0,361.0,True,True,10109.0,500.0,Yb,70,True,951991.0,179.951991,322.0,True,1956.0,308.0,B-,True,8016.0,2.0,B-=100,1987,False,2.4,144.0,0.5,m,True,-44720.0,300.0,x,AME2020,mass_1.mas20,0+,False,False
180,109,38,True,False,2257.1547,70.7496,True,False,-839.1125,73.8894,True,False,269.9306,122.4827,True,False,-4284.7579,70.7108,True,False,13711.4701,71.0311,True,True,-12065.0,406.0,True,True,6539.0,212.0,True,False,9173.9836,70.7253,True,False,12481.2315,70.7406,True,True,17014.0,308.0,True,False,5688.781,70.8918,True,True,7326.0,212.0,Lu,71,False,949890.744,179.949890744,75.926,False,3103.0,70.7107,B-,False,8022.0394,0.3929,B-=100,1971,False,5.7,342.0,0.1,m,False,-46676.476,70.725,+,AME2020,mass_1.mas20,5+,False,False
180,108,36,True,False,-143.2331,0.2769,True,False,-5423.2783,15.7861,True,False,1286.9306,1.4215,True,False,-7493.338,0.4358,True,False,11269.2116,2.0589,True,True,-10429.0,200.0,True,False,6853.3306,1.4384,True,False,7468.4819,0.8151,True,False,13486.7464,0.1692,True,False,14680.279,6.7392,True,False,7387.7579,0.151,True,False,8009.434,5.0642,Hf,72,False,946559.537,179.946559537,1.525,False,-845.8453,2.3472,B-,False,8034.9319,0.0079,IS=35.08 33,1934,False,stbl,inf,,,False,-49779.476,1.421,,AME2020,mass_1.mas20,0+,False,False
180,107,34,True,False,-3096.2672,21.4917,True,False,-10956.1009,21.8046,True,False,2023.7865,2.2787,True,False,-7709.702,14.6941,True,False,14212.542,2.3434,True,False,-7163.5887,5.4986,True,False,9096.6742,2.2817,True,False,8811.1697,2.3424,True,True,14478.0,52.0,True,False,13173.6922,2.9638,True,False,6647.4927,2.3685,True,False,5759.5656,2.3435,Ta,73,False,947467.589,179.947467589,2.219,False,702.6122,2.359,B-,False,8025.8864,0.0115,EC=85 3;B-=15 3,1938,False,8.154,29354.4,0.006,h,False,-48933.631,2.068,+n,AME2020,mass_1.mas20,1+,False,False
180,106,32,True,False,-5280.0452,15.7877,True,False,-15206.3677,10.1512,True,False,2515.269,1.0307,True,False,-11123.2489,24.6622,True,True,11673.0,52.0,True,False,-6462.1778,0.3141,True,False,8890.9046,0.3661,True,False,6942.5576,3.0223,True,False,15371.8133,15.1362,True,False,11778.8193,0.323,True,False,8412.3142,14.511,True,False,6567.7579,0.5154,W,74,False,946713.304,179.946713304,1.545,False,-3798.8793,21.4404,B-,False,8025.4434,0.008,IS=0.12 1;A~100;2B+ ?,1937,False,1.59,5.0176584e+25,0.5,Ey,False,-49636.243,1.439,,AME2020,mass_1.mas20,0+,False,False
180,105,30,True,False,-7859.8337,30.4759,True,False,-20211.7173,21.9149,True,False,3103.0999,37.4503,True,False,-10888.5442,26.4203,True,False,15280.5092,26.2416,True,False,-2768.8785,21.4422,True,False,11523.7839,21.6473,True,False,8728.4225,35.1928,True,False,16326.5422,35.1928,True,True,9817.0,56.0,True,False,7324.3695,32.6296,True,False,3831.0878,25.8842,Re,75,False,950791.568,179.950791568,22.965,False,-1481.1659,26.5482,B-,False,7999.9922,0.1188,B+=100,1955,False,2.46,147.6,0.03,m,False,-45837.364,21.392,x,AME2020,mass_1.mas20,(1)-,False,False
180,104,28,True,False,-9926.3224,18.6579,True,False,-24105.6844,20.1745,True,False,3860.4949,32.064,True,False,-14345.7965,18.511,True,False,12008.0668,32.064,True,False,-2349.922,21.4372,True,False,10991.9354,32.064,True,False,6777.0326,32.064,True,False,16954.5906,20.8072,True,False,8527.0741,21.8674,True,False,9407.3783,22.0808,True,False,5060.8567,29.2277,Os,76,False,952381.665,179.952381665,16.878,False,-6378.6679,26.8021,B-,False,7987.4171,0.0873,B+=100,1967,False,21.5,1290.0,0.4,m,False,-44356.198,15.722,,AME2020,mass_1.mas20,0+,False,False
180,103,26,True,False,-12351.8836,22.2218,True,False,-28587.0916,73.2087,True,False,4660.4446,35.3847,True,False,-13780.7206,23.1255,True,False,16277.5204,25.6319,True,False,1317.8112,32.8365,True,False,13938.0475,35.3847,True,False,8842.9734,26.1668,True,False,17865.8522,28.7295,True,False,6902.0144,35.3847,True,False,7967.1286,23.804,True,False,2246.3635,26.6754,Ir,77,False,959229.446,179.959229446,23.302,False,-3547.6546,23.9205,B-,False,7947.6337,0.1206,B+=100,1972,False,1.5,90.0,0.1,m,False,-37977.53,21.706,x,AME2020,mass_1.mas20,(5+),False,False
180,102,24,True,False,-14179.362,16.1403,True,False,-32488.8067,15.958,True,False,5276.3933,5.0409,True,False,-17512.6216,15.4211,True,False,12535.2455,21.3364,True,False,1301.2911,18.4714,True,False,13172.9749,17.7285,True,False,6481.6045,22.1694,True,False,18575.0258,14.2533,True,False,5463.5742,16.9229,True,False,10233.066,12.8184,True,False,3637.1271,14.0176,Pt,78,False,963038.01,179.96303801,10.79,False,-8804.229,11.1207,B-,False,7923.5781,0.0558,B+=99.48 5;A=0.52 5,1966,False,56,56.0,3,s,False,-34429.875,10.051,,AME2020,mass_1.mas20,0+,False,False
180,101,22,True,False,-16235.208,70.0785,False,False,,,True,False,5831.3605,6.7668,True,False,-16764.0406,28.5205,True,False,17082.6463,11.195,True,False,5167.1019,10.8679,True,False,16068.1805,20.3249,True,False,8608.8455,15.7251,True,False,19465.2535,11.2975,True,False,3949.2746,19.413,True,False,8708.3926,12.6266,True,False,646.49,9.2883,Au,79,False,972489.738,179.972489738,5.108,False,-5375.133,13.5105,B-,False,7870.3194,0.0264,B+=99.42 10;A=0.58 10,1977,False,7.9,7.9,0.3,s,False,-25625.646,4.759,,AME2020,mass_1.mas20,(1+)*,True,False
